㞮	deru
殑	shinikakaru
殕	yabureru
殖	fueru
殗	yamu
殘	nokoru
殛	korosu
殞	shinu
殟	otsu
殠	nioi
殢	tsukareru
殣	uejini
殤	wakajini
殨	tadareru
殩	san
殪	taosu
殫	tsukiru
殬	yabureru
殭	katakunaru
殮	osameru
殯	karimogari
殰	yabureru
殱	tsukusu
殲	tsukusu
殳	hoko
殴	naguru
段	kitaeru
殷	sakan
殸	kei
殹	uchiatarukoe
殺	korosu
殻	kara
殼	kara
殽	majiru
殾	kizuku
殿	tono
毀	kobotsu
毁	kobotsu
毃	tataku
毄	ataru
毅	tsuyoi
毆	naguru
毉	ishiya
毋	nai
毌	tsuranuku
母	haha
毎	tsune
每	tsune
毒	sokonau
毓	sodateru
比	kuraberu
毖	tsutsushimu
毘	heso
毚	usagi
毛	ke
毟	mushiru
毡	mousen
毣	yoi
毦	kekazari
毧	juu
毫	sukoshi
毬	mari
毮	mushiru
毯	kemushiro
毱	kemari
毳	mukuge
毷	tokeru
毹	kemushiro
毿	keganagai
氂	ri
氄	mukuge
氅	kazarike
氈	mousen
氉	ke
氍	mousen
氎	momennonuno
氏	uji
氐	humoto
民	tami
氒	ne
氓	tami
气	iki
気	iki
氙	sen
氛	ki
氟	futsu
氣	iki
氤	in
氦	gai
氧	you
氨	an
氬	a
氮	tan
氲	sakan
氳	sakan
水	mizu
氵	sanzui
氶	sukuu
氷	koori
永	nagai
永遠	eien
氹	tameike
氺	shitamizu
氻	roku
氽	ukaberu
氾	hirogaru
氿	ozumi
汀	migiwa
汁	shiru
求	motomeru
汊	sa
汋	uruou
汍	kan
汎	tadayou
汏	aruu
汐	shio
汒	awatadashii
汔	kitsu
汕	sukuiami
汗	ase
汙	kegaasu
汚	kegasu
汛	sosogu
汜	kawa
汝	nanji
汞	mizugane
江	e
池	ike
污	kegasu
汢	tsuchi
汧	sawa
汨	shizumu
汩	nagareru
汪	hiroi
汫	kei
汭	nagareru
汯	kou
汰	yonageru
汲	kumu
汳	hen
汴	hen
汶	bun
汸	tsunagu
汹	waku
決	kimeru
汻	hotori
汽	yuge
汾	ookii
沁	shimiru
沂	hotori
沃	sosogu
沅	minamoto
沆	hiroi
沇	nagareru
沈	shizumu
沉	shizuumu
沌	fusagaru
沍	kareru
沐	arau
沒	shizumu
沓	kutsu
沔	ben
沕	kasuka
沖	oki
沗	mooeru
沘	hi
沙	suna
沚	nagisa
沛	sawa
沜	han
沟	kou
没	shizumu
沢	sawa
沫	awa
沮	habamu
沰	nageru
沱	ta
沲	ta
河	kawa
沴	mokonau
沵	dei
沸	waku
油	abura
沺	ten
治	osameru
沼	numa
沽	kau
沾	uruou
沿	sou
況	iwanya
泂	samui
泄	moreru
泅	oyogu
泆	ahureru
泉	izumi
泊	tomaru
泌	nagareru
泍	hon
泏	chutsu
泐	fumi
泑	kuroi
泒	ko
泓	fukai
泔	kan
法	nori
泖	bou
泗	hanajiru
泙	hou
泚	kiyoi
泛	ukabu
泜	tei
泝	sakanoboru
泠	satosu
泡	awa
波	nami
泣	naku
泥	doro
泧	etsu
注	sosogu
泩	minagiru
泪	namida
泫	nagareru
泬	hotobashiru
泮	wakatsu
泯	horobiru
泰	yasui
泱	ou
泲	sei
泳	oyogu
泴	kiyomeru
泵	ryuu
洄	sakanoboru
洇	shizumu
洊	itaru
洋	nada
洌	kyoi
洎	sosogu
洏	nurumayu
洑	fuku
洒	arau
洓	sobouru
洗	arau
洙	shu
洚	kou
洛	matou
洞	hogaraka
洟	hanajiru
津	tsu
洦	baku
洧	i
洨	kou
洩	nobiru
洪	oumizu
洫	mizo
洮	arau
洯	isagiyooi
洱	ji
洲	shima
洳	hitariuruo
洵	makotoni
洶	waku
洸	honoka
洹	en
活	ikiru
洼	ai
洽	uruosu
派	wakareru
洿	o
流	nagareru
浄	kyoi
浅	asai
浗	kyuu
浙	yonageru
浚	sarau
浜	hama
浞	uruou
浟	yuu
浡	okoru
浣	arau
浤	fukai
浥	uruou
浦	ura
浧	doro
浩	hiroi
浪	nami
浬	kairi
浮	uku
浯	go
浰	ren
浴	abiru
海	umi
浸	hitasu
浹	amaneshi
浼	kegasu
涂	michi
涅	someru
涇	mizo
消	kieru
涉	wataru
涌	waku
涎	yodare
涑	susugu
涒	haku
涓	shizuku
涔	hitasu
涕	namida
涖	nozomu
涗	nurumayu
涘	hotori
涙	namida
涚	nurumayu
涛	nami
涜	mizo
涣	akiraka
涪	fuu
涬	kei
涯	kishi
液	shiru
涴	en
涵	hitasu
涷	niwakaame
涸	kareru
涹	nigoru
涼	suzushii
涽	midareru
涿	toku
淀	yodo
淄	shi
淅	yonagu
淆	majiru
淇	ki
淈	nigosu
淊	kan
淋	sabishii
淌	shitataru
淎	hou
淏	kou
淑	yoi
淒	samui
淕	riku
淖	doru
淘	yonageru
淙	sosogu
淚	namida
淛	sei
淝	hi
淞	shou
淟	nigoru
淠	hi
淡	awai
淢	hayai
淤	doro
淥	kosu
淦	aka
淨	kyoi
淩	noru
淪	shizumu
淫	hitasu
淬	niragu
淮	hitoshikusuru
淯	iku
淰	nigoru
深	fukai
淳	atsui
淴	otsu
淵	fuchi
淶	rai
混	mazeru
淸	kyoi
淹	hitasu
淺	asai
添	soeru
淼	hiroi
渀	hon
渄	hi
清	kiyoi
渇	kawaku
済	sumu
渉	wataru
渊	fuchi
渋	shibui
渌	kosu
渓	tani
渕	fuchi
渗	shimiru
渙	akiraka
渚	nagisa
減	heru
渝	kawaru
渞	minamoto
渟	todomaru
渠	mizo
渡	wataru
渢	fuu
渣	ori
渤	botsu
渥	atsui
渦	uzu
渧	tei
温	atataka
渫	sarau
測	hakaru
渭	iku
渮	ka
港	minato
渲	sen
渴	kawaku
渶	ei
游	oyogu
渹	kou
渺	hiroi
渻	sei
渼	bi
渾	nigoru
湃	shimiwataru
湄	mizugiwa
湅	neru
湈	yaburu
湉	ten
湊	minato
湋	meguru
湍	hayase
湎	oboreru
湏	tadareru
湑	kosu
湒	huru
湓	ahureru
湔	arau
湖	mizuumi
湗	fukaidoro
湘	niru
湛	tataeru
湜	kiyoi
湝	nagareru
湞	tou
湟	hori
湢	yudono
湣	bin
湧	waku
湨	keki
湫	kute
湮	shizumu
湯	yu
湲	kyoi
湳	dan
湶	izumi
湻	atsui
湽	shi
湾	irie
湿	shimeru
満	michiru
溂	ratsu
溈	ki
溉	sosogu
溌	moru
溍	shin
溏	ike
源	minamoto
溓	nebaritsuku
準	hitoshii
溘	tachimachi
溙	tai
溜	shitataru
溝	mizo
溟	kurai
溠	sa
溢	afureru
溥	amaneshi
溦	kosame
溧	ritsu
溪	tani
溫	atataka
溭	shoku
溮	shi
溯	sakanoboru
溱	ooi
溲	hitasu
溳	un
溶	tokeru
溷	nigoru
溺	oboreru
溻	uruou
溽	mushiatsui
溿	mizugiwa
滀	atsumaru
滁	cho
滂	hiroi
滃	ou
滄	samui
滅	horobiru
滇	ten
滈	nagaame
滉	hiroi
滊	ki
滋	shigeru
滌	arau
滍	chi
滎	chiyorochiyoro
滏	fu
滑	nameraka
滓	ori
滔	habikoru
滕	waku
滚	tagiru
滝	taki
滞	todokooru
满	michiru
滫	togishiru
滬	eri
滭	waku
滮	nagareru
滯	todokooru
滲	shimiru
滴	shitataru
滷	shiochi
滸	hotori
滹	ko
滻	san
滽	you
滾	tagiru
滿	michiru
漁	sunadoru
漂	tadayou
漄	hate
漆	urushi
漈	mizugiwa
漉	kosu
漊	ru
漌	kiyoi
漍	kaku
漏	moru
漑	sosogu
漓	usui
演	noberu
漕	kogu
漖	kou
漘	mizugiwa
漚	hitasu
漛	nami
漠	sunahara
漢	kara
漣	sazanami
漦	nagareru
漩	meguru
漪	nami
漫	midari
漬	hitasu
漭	hiroi
漯	tou
漰	hou
漱	susugu
漲	minagiru
漳	sasaeru
漶	hatsukirishinai
漸	susumu
漻	ryou
漼	hukai
漾	tadayou
漿	konzu
潀	atsumaru
潁	ei
潅	sosogu
潏	ketsu
潑	moru
潒	tadayou
潓	kei
潔	isagyoi
潗	waku
潘	shiromizu
潙	ki
潚	kiyoi
潛	hisomu
潜	hisomu
潝	kyuu
潞	ro
潟	kata
潡	oomizu
潢	ike
潤	uruou
潦	niwatazumi
潨	atsumaru
潬	su
潭	fuchi
潮	shio
潯	fuchi
潰	tsuieru
潴	mizutamari
潸	san
潺	san
潼	dou
潽	ho
潾	kiyoi
澀	shibui
澁	shibui
澂	sumu
澃	kiyoi
澄	sumu
澆	sosogu
澇	oonami
澈	kiyoi
澋	meguru
澌	tsukiru
澍	uruou
澎	hou
澐	un
澑	shitataru
澒	kou
澓	fuku
澔	hiroi
澖	hateganai
澗	tani
澙	kata
澚	oki
澟	samui
澠	shou
澡	arau
澣	arau
澤	sawa
澥	kai
澦	yo
澧	rei
澨	tsukiji
澪	mio
澮	kai
澯	kiyoi
澰	nagisa
澱	ori
澳	kuma
澵	shin
澶	sen
澹	awai
澼	tadayoi
激	hageshii
濁	nigoru
濂	usui
濃	koi
濅	uruou
濆	waku
濇	todokooru
濈	yawaragu
濊	kai
濔	dei
濕	shimeru
濘	nukaru
濚	ogawa
濞	hi
濟	sumu
濠	hori
濡	uruou
濤	nami
濨	shi
濩	kaku
濫	midareru
濬	sarau
濮	hoku
濯	arau
濰	i
濱	hama
濳	hisomu
濵	hama
濶	hiroi
濹	boku
濺	sosogu
濼	roku
濽	san
濾	kosu
瀀	atsui
瀁	you
瀅	ogawa
瀆	mizo
瀇	ou
瀉	sosogu
瀋	shiru
瀍	ten
瀏	kiyoi
瀑	niwakaume
瀒	shiburu
瀓	chou
瀕	hotori
瀗	ken
瀘	ro
瀚	hiroi
瀛	umi
瀝	shitataru
瀞	kyoi
瀟	kiyoshi
瀠	nagareru
瀣	mizu
瀦	mizutamari
瀧	taki
瀨	se
瀬	se
瀯	ogawa
瀰	nagareru
瀲	ukabu
瀴	hukai
瀷	nagare
瀹	hitasu
瀼	jou
瀾	nami
灃	fuu
灄	shou
灈	ku
灉	you
灊	sen
灋	nori
灌	sosogu
灎	nami
灑	sosogu
灔	nami
灕	shimikomu
灘	se
灝	mamejiru
灞	hatagashira
灣	irikomu
灤	nagareru
灥	takusannoizumi
灧	nami
灩	nami
火	hi
灬	retsuka
灮	hikaaru
灯	hi
灰	hai
灵	tama
灶	kama
灸	yaito
灼	yaku
災	wazawai
灾	wazawaai
炁	ki
炅	arawareru
炆	atataka
炉	irori
炊	taku
炎	honoo
炒	iru
炔	kei
炕	aburu
炖	ton
炗	hikaaru
炘	aburu
炙	aburu
炛	terusu
炤	teru
炫	hikaru
炬	taimatsu
炭	sumi
炮	aburu
炯	akiraka
炰	hou
炱	susu
炳	akiraka
炴	you
炷	toushin
炸	ageru
点	bochi
為	tsukuru
烈	hageshii
烉	akiraka
烊	aburu
烋	saiwai
烏	karasu
烑	hikaru
烓	kamado
烔	atsui
烕	horobiru
烖	wazawaai
烘	kagaribi
烙	yaku
烜	kawakasu
烝	musu
烟	kemuri
烤	aburu
烬	jin
烱	akiraka
烹	niru
烺	hi
烽	noroshi
焃	akai
焄	ibusu
焅	kawakasu
焆	etsu
焇	kawasu
焉	izukunso
焋	sou
焌	yaku
焏	sumiyaka
焔	honoo
焕	akiraka
焙	aburu
焚	yaku
焜	kagayaku
焞	akiraka
焠	yaku
無	nai
焦	kogeru
焫	yaku
焭	hitorimono
焯	akiraka
焰	honoo
焱	honoo
然	moeru
焸	ko
焻	shou
焼	yaku
煁	kamado
煅	kitaaeru
煆	atsui
煇	hikari
煉	neru
煊	atataka
煋	atsui
煌	kagayaku
煎	iru
煐	ei
煑	niru
煒	i
煕	hikari
煖	atatameru
煗	atataka
煙	kemuri
煚	hi
煜	kagayaku
煞	korosu
煠	yaku
煢	kei
煤	susu
煥	akiraka
煦	atatameru
照	teru
煨	uzumibi
煩	wazurau
煬	aburu
煮	niru
煴	ikire
煹	noroshi
煽	aoru
熀	sakan
熄	kieru
熅	uzumibi
熇	atsui
熈	hikaru
熊	kuma
熌	moeagaru
熏	fusuberu
熒	hikari
熔	igata
熕	oozutsu
熖	honoo
熙	hikari
熚	hitsu
熛	hyou
熟	ureru
熠	higari
熢	noroshi
熨	osaeru
熬	iru
熯	gawaku
熰	maruyaki
熱	atsui
熲	higari
熳	migarini
熹	aburu
熺	akarui
熾	sakan
熿	kagayaku
燀	taku
燁	sakan
燃	moeru
燄	honoo
燈	tomoshibi
燉	akiraka
燋	taimatsu
燌	taku
燎	kagaribi
燐	onibi
燒	yaku
燓	yaku
燔	yaku
燕	tsubame
燖	niru
燗	kan
燙	atatameru
燚	itsu
燜	mon
營	itonamu
燠	atatakai
燥	kawaku
燦	akiraka
燧	hiuchi
燬	yaku
燭	tomoshibi
燮	yawarageru
燵	tatsu
燸	atatameru
燹	nobi
燻	fusuberu
燼	moenokori
燾	terasu
燿	kagayaku
爀	akai
爆	sakeru
爇	yaku
爈	yaku
爉	rou
爍	tokasu
爐	irori
爓	hikari
爗	sakan
爚	yaku
爛	tadareru
爝	taimatsu
爟	yaku
爤	tadareru
爨	kashigu
爪	tsume
爫	tsumekanmuri
爬	kaku
爭	arasou
爯	tonahe
爰	kokoni
爲	tsukuru
爴	tsukamu
爵	sakazuki
父	chichi
爸	ha
爹	ta
爺	chichi
爻	majiwaru
爼	manaita
爽	akiraka
爾	nanji
爿	dai
牀	yuka
牁	kui
牂	mehitsuji
牃	yuzuriha
牅	kakine
牆	kaki
片	kata
版	ita
牋	fuda
牌	fuda
牎	mado
牏	chu
牐	itagakoi
牒	fuda
牓	huda
牔	nokiita
牕	mado
牖	mado
牘	fuda
牙	kiba
牚	hashira
牛	ushi
牜	ushihen
牝	mesu
牞	kyuu
牟	musaboru
牠	ta
牡	osu
牢	hitoya
牣	misaru
牧	maki
牨	oushi
物	mono
牫	kiru
牬	hai
牮	tsutsupori
牯	oushi
牱	ka
牲	ikenie
牴	fureru
牷	ikenie
牸	mesu
特	oushi
牻	madara
牼	kou
牽	hiku
牾	sakarau
牿	ori
犀	sai
犁	suki
犂	suki
犄	i
犇	hashiru
犉	jun
犍	ken
犎	hou
犒	negirau
犓	su
犖	madaraushi
犛	karaushi
犠	ikenie
犢	koushi
犧	ikenie
犨	shuu
犬	inu
犭	kemonohen
犮	hatsu
犯	okasu
犱	keki
犲	yamainu
犴	kan
状	katachi
犹	nao
犾	gin
狀	jou
狁	in
狂	kuruu
狃	nareru
狄	ebisu
狆	chin
狇	boku
狉	kodanuki
狌	shiyoujiyou
狎	nareru
狐	kitsune
狒	hihi
狕	ou
狖	yuu
狗	inu
狘	ketsu
狙	nerau
狛	koma
狝	sen
狟	kan
狠	motoru
狡	zurui
狢	mujina
狥	tonaeru
狩	karu
独	hitori
狭	semai
狳	yo
狴	hei
狷	tamerau
狸	tanuki
狹	semai
狺	gen
狻	san
狼	ookami
狽	hai
狾	sei
猂	takashi
猄	kei
猅	hai
猇	ou
猊	gei
猋	hyou
猍	tanuki
猒	akiru
猓	ka
猖	kuruu
猗	au
猘	sei
猙	sou
猛	takeshi
猜	netamu
猝	niwaka
猞	sha
猟	kari
猢	ko
猤	takeshii
猥	midari
猧	chin
猨	saru
猩	akairo
猪	inoshishi
猫	neko
猬	harinezumi
献	tatematsuru
猯	inoshishi
猱	saru
猲	ookami
猴	saru
猵	hen
猶	nao
猷	hakaru
猺	you
猻	saru
猽	bei
猾	warugashiko
猿	saru
獃	oroka
獄	hitoya
獅	shishi
獊	sou
獍	kagami
獎	susumeru
獏	baku
獐	noro
獒	inu
獖	fun
獗	takeru
獘	hei
獝	kuruu
獞	tou
獟	gyou
獠	kari
獣	kemono
獦	ookami
獧	haneodoru
獨	hitori
獩	wai
獪	warugashiko
獫	ken
獬	kai
獮	kari
獯	kun
獰	warui
獱	hin
獲	eru
獵	kari
獶	nyou
獷	arai
獸	kemono
獹	inu
獺	kawauso
獻	tatematsuru
獼	saru
玀	ra
玁	ken
玃	oozaru
玄	kuro
玅	tae
玆	shigeru
率	hikiiru
玉	tama
王	kimi
玎	tei
玐	hatsu
玓	hikaru
玕	kan
玖	kyuu
玗	u
玘	tama
玜	tama
玞	fu
玟	bin
玠	kai
玢	tama
玥	getsu
玦	ketsu
玩	moteasobu
玪	kan
玫	bai
玭	hin
玲	rei
玳	taimai
玵	gan
玷	kakeru
玹	ishi
玻	ha
玼	azayaka
玽	kou
玿	shou
珀	haku
珂	kutsuwagai
珅	shin
珆	i
珈	ka
珉	bin
珊	san
珋	ishi
珌	kazari
珍	mezurashii
珎	mezurashii
珏	kaku
珒	tama
珓	kou
珖	tama
珙	kyou
珝	tama
珞	raku
珠	tama
珡	koto
珢	utsukushii
珣	tama
珥	mimidama
珦	kyou
珧	tairagi
珩	kou
珪	tama
班	wakeru
珮	obidama
珱	ei
珴	ga
珵	tei
珷	bu
珸	go
珹	tama
珺	kun
珻	tama
珽	tei
現	arawareru
珿	hitoshii
琀	hukumidama
琁	zen
球	tama
琄	tama
琅	rou
理	suji
琇	shuu
琉	ryuu
琊	ya
琑	chiisai
琚	kyo
琛	takara
琢	migaku
琤	sou
琥	ko
琦	tama
琨	kon
琩	mimidama
琪	tama
琫	hou
琬	en
琭	tama
琮	sou
琯	kan
琰	en
琱	chou
琲	tsuranuku
琳	rin
琴	koto
琵	bi
琶	ha
琹	koto
琺	hou
琿	kon
瑀	u
瑁	bou
瑃	chun
瑄	sen
瑅	tei
瑆	sei
瑇	taimai
瑋	i
瑍	kan
瑑	ukibori
瑒	chou
瑕	kizu
瑗	en
瑙	dou
瑚	ko
瑛	ei
瑜	yu
瑝	kou
瑞	shirushi
瑟	oogoto
瑠	ryuu
瑢	you
瑣	chiisai
瑤	tama
瑦	o
瑧	tama
瑨	shin
瑩	akiraka
瑪	ba
瑫	tou
瑭	tama
瑮	utsukushii
瑯	rou
瑰	ookii
瑱	mimidama
瑲	shou
瑳	migaku
瑶	tama
瑾	kin
璀	sai
璁	sou
璃	ri
璅	sou
璆	kyuu
璇	sen
璉	utsuwa
璋	hishaku
璏	tei
璐	ro
璑	ishi
璒	ishi
璘	rin
璙	shirogane
璚	kei
璜	kou
璞	aratama
璟	ei
璠	tama
璡	shin
璢	ryuu
璣	tama
璦	ai
璧	tama
璨	san
璩	kyo
璪	kazari
璫	mimikazari
璮	tama
璯	kazari
環	tamaki
璱	azayaka
璲	sui
璵	yo
璹	tama
璻	sui
璽	shirushi
璿	sen
瓈	rei
瓉	san
瓊	tama
瓌	tama
瓏	rou
瓐	ro
瓓	ran
瓔	ei
瓘	tama
瓚	san
瓛	kan
瓜	uri
瓞	tetsu
瓟	haku
瓠	hisago
瓢	fukube
瓣	hanabira
瓤	uriwata
瓦	kawara
瓧	dekaguramu
瓨	kou
瓩	kiroguramu
瓪	megahara
瓫	hotogi
瓮	motai
瓯	kame
瓰	deshiguramu
瓱	miriguramu
瓲	ton
瓴	kame
瓶	kame
瓷	kame
瓸	hekutogura
瓺	kame
瓻	kame
瓼	sarake
瓿	kame
甁	kame
甃	shikigawara
甄	sue
甅	senchigura
甆	kame
甌	hotogi
甍	iraka
甎	kawara
甑	koshiki
甒	kame
甓	kawara
甕	kame
甖	hotogi
甗	koshiki
甘	amai
甚	hanahada
甛	umai
甜	umai
甞	nameru
生	haeru
甠	sei
甡	shin
產	umareru
産	umareru
甤	zui
甥	oi
甦	yomigaeru
甧	ooi
用	mochiiru
甩	shutsu
甪	tsuno
甫	hajime
甬	tsune
甯	negai
田	ta
由	yoshi
甲	yoroi
申	mousu
甴	sou
甶	futsu
男	otoko
甸	kari
甹	sewashii
町	machi
画	kagiru
甼	machi
甽	mizo
甾	kame
甿	mou
畀	ataerumono
畃	iitsuke
畄	tomeru
畆	se
畇	tagayasu
畈	han
畉	tagayasu
畊	tagayasu
畋	kari
界	sakai
畍	sakai
畎	mizo
畏	osoreru
畐	fuku
畑	hata
畒	se
畔	aze
畗	michiru
留	tomeru
畚	fugo
畛	aze
畜	takuwaeru
畝	se
畞	se
畟	soku
畠	hata
畡	hate
畢	ami
畤	sakai
略	osameru
畦	une
畧	osameru
畩	kesa
番	tsugai
畫	kagiru
畬	arata
畭	arata
畯	shun
異	koto
畱	toomeru
畲	arata
畳	tatamu
畴	une
畵	kagiru
當	ataru
畷	nawate
畸	hashita
畺	sakai
畻	aze
畼	nobiru
畽	sorowanai
畾	sui
畿	miyako
疁	yakibata
疂	tatamu
疅	sakai
疆	sakai
疇	une
疉	tatamu
疊	tatamu
疋	ashi
疎	utoi
疏	tooru
疐	tsumazuku
疑	utagau
疒	yamaidare
疓	yamu
疔	kasa
疕	dekimono
疙	oroka
疚	yamu
疜	harakudashi
疝	senki
疢	chin
疣	ibo
疤	yamai
疥	hizen
疫	eyami
疱	mogasa
疲	tsukareru
疳	kan
疴	yamai
疵	kizu
疸	oudan
疹	hashika
疺	yaseru
疼	uzuku
疽	kasa
疾	yamai
疿	asemo
痀	semushi
痁	okori
痂	kasabuta
痃	ken
痄	sa
病	yamu
痆	kizu
症	shirushi
痊	ieru
痌	itamu
痍	kizu
痎	okori
痏	uchikizu
痒	kasa
痔	shimogasa
痕	ato
痗	yamu
痘	mogasa
痙	hikitsuru
痛	itamu
痜	kasa
痞	tsukae
痟	zutsuu
痠	itamu
痡	yamu
痢	harakudari
痣	hokuro
痤	enogo
痧	korera
痩	yaseru
痬	oroka
痮	hukureru
痯	yamu
痰	tan
痱	hi
痲	shibireru
痳	senki
痴	oroka
痹	shibireru
痺	shibireru
痼	nagawazu
痾	yamai
痿	naeru
瘀	yamai
瘁	tsukareru
瘂	oshi
瘃	shimoyake
瘄	yamai
瘇	hareru
瘈	kuruu
瘉	ieru
瘊	ibo
瘋	kichigai
瘌	kizu
瘍	kasa
瘏	yamu
瘒	oroka
瘓	yamu
瘕	yamai
瘖	oshi
瘙	kasa
瘛	hikitsuke
瘜	shoku
瘝	yamu
瘞	uzumeru
瘟	eyami
瘠	yaseru
瘡	kasa
瘢	kizu
瘣	yamu
瘤	kobu
瘥	ieru
瘦	yaseru
瘧	okori
瘩	haremono
瘭	haremono
瘮	samuke
瘰	rui
瘲	hikitsuke
瘳	ieru
瘴	shou
瘵	yamu
瘸	ka
瘹	kuruu
瘺	kasa
瘻	semushi
瘼	yamu
癀	kou
癁	yamu
療	iyasu
癃	tsukareru
癄	yaseru
癅	kobu
癆	itamu
癇	hikitsuke
癈	katawa
癉	yasu
癊	in
癋	kaku
癌	gan
癒	ieru
癕	haremono
癖	kuse
癘	eyami
癙	sho
癜	namazu
癟	tobenai
癡	oroka
癢	kayui
癤	kasa
癥	shikori
癧	ruireki
癨	kaku
癩	kattai
癪	shaku
癬	tamushi
癭	kobu
癮	haremono
癯	yaseru
癰	haremono
癱	shibireru
癲	kuruu
癴	yaseru
癶	somuku
癸	mizunoto
発	hanatsu
登	noboru
發	hanatsu
白	shiro
百	momo
皀	kanbashii
皁	shimobe
皃	katachi
的	mato
皅	hae
皆	mina
皇	kami
皈	kaeru
皋	sawa
皌	batsu
皍	tsuku
皎	shiroi
皐	sawa
皓	hikaru
皕	hyoku
皖	kan
皙	shiroi
皚	shiroi
皛	arawareru
皜	kou
皝	kou
皟	kiyoi
皠	shiroi
皢	shiroi
皣	you
皤	ha
皥	akiraka
皦	shiroi
皧	kiyoi
皨	hoshi
皪	shiroi
皭	shiroi
皮	kawa
皰	nikibi
皴	hibi
皷	tsuzumi
皸	hibi
皹	hibi
皺	shiwa
皽	kawa
皿	sara
盁	michiru
盂	hachi
盃	sakazuki
盅	munashii
盆	hachi
盈	michiru
盉	totonoeru
益	masu
盋	wan
盌	wan
盍	oou
盎	hachi
盒	futamono
盔	hachi
盖	kasa
盗	nusumu
盙	fu
盛	moru
盜	nusumu
盞	sakazuki
盟	chikau
盠	hisaji
盡	tsukusu
監	miru
盤	oozara
盥	sosogu
盦	huta
盧	meshibitsu
盨	utsuwa
盪	arau
盬	arashio
目	me
盰	shirome
盱	ku
盲	mekura
直	naosu
盶	motoru
相	ai
盹	shun
盻	niramu
盼	han
盾	tate
眀	miru
省	kaerimiru
眄	nagashime
眆	honoka
眇	sugame
眈	niramu
眉	mayu
眊	kurai
看	miru
県	kakeru
眎	miru
眒	miharu
眔	tou
眕	shin
眗	ku
眙	mitsumeru
眚	sei
眛	kurai
眜	kurai
眞	ma
真	makoto
眠	nemuru
眢	megautsuronasama
眤	nagashime
眥	manajiri
眦	manajiri
眨	matataku
眩	kuramu
眭	ki
眮	mabuchi
眯	kurumu
眴	matataku
眵	manajirioitameru
眶	mabuta
眷	kaerimiru
眸	hitomi
眹	hitomi
眺	nagameru
眼	manako
眽	baku
眾	ooi
着	kiru
睂	mayu
睅	kan
睆	kan
睇	nusumimiru
睊	nusumimiru
睍	ken
睎	ki
睏	nemuru
睒	nusumimiru
睖	miru
睗	inabikari
睚	manajiri
睛	hitomi
睜	metsuki
睞	miru
睟	akiraka
睠	kaerimiru
睡	nemuru
睢	miageru
督	miru
睤	miru
睥	nagashime
睦	mutsumajii
睧	kurai
睨	niramu
睪	ukagaimeru
睫	matsuge
睬	sai
睰	miru
睱	ka
睲	miru
睳	kasumu
睴	mirusama
睹	miru
睺	katame
睽	kei
睾	sawa
睿	akiraka
瞀	bou
瞄	mitsumeru
瞆	mitsukusu
瞋	ikarasu
瞌	kou
瞍	mekura
瞎	mekura
瞑	kurai
瞔	saku
瞕	kasumu
瞖	ei
瞚	matataku
瞞	damasu
瞟	miru
瞠	miharu
瞢	kurai
瞥	betsu
瞧	nusumimiru
瞪	miharu
瞬	matataku
瞭	akiraka
瞮	akiraka
瞯	uwamezukai
瞰	miru
瞱	you
瞳	hitomi
瞵	hitomi
瞶	mitsukusu
瞹	kakureru
瞻	miru
瞼	mabuta
瞽	meshii
瞾	teeru
瞿	miru
矃	nei
矇	meshii
矈	komayaka
矉	niramu
矍	odoroki
矑	miru
矒	kurai
矕	miru
矗	naoi
矙	miru
矚	miru
矛	hoko
矜	awaremu
矞	anaoakeru
矟	hoko
矠	hoko
矢	ya
矣	i
矤	hagu
知	shiru
矦	kou
矧	iwanya
矩	sashigane
矪	kururiya
矬	sa
短	mijikai
矮	hikui
矯	itsuwaru
矰	sou
矱	monosashi
石	ishi
矴	ikari
矸	kinuta
矻	ishi
矼	tobiishi
砂	suna
砅	wataru
砆	ishi
砉	keki
砌	migiri
砍	kiru
砎	katai
砑	suru
砒	hi
研	togu
砕	kudaku
砝	katai
砠	ishama
砡	soroeru
砢	ishizumi
砣	ishi
砥	to
砦	toride
砧	kinuta
砭	ishibari
砮	yajiri
砰	hou
砲	oozutsu
破	yaburu
砵	ou
砷	shin
砺	toishi
砿	aragane
硃	shu
硄	kou
硅	kei
硇	dou
硈	katai
硌	raku
硎	toishi
硏	togu
硒	sei
硙	usu
硜	kou
硝	shou
硞	kaku
硠	rou
硡	kou
硣	kou
硤	kou
硨	sha
硪	iso
硫	iou
硬	katai
确	kaku
硯	suzuri
硲	hazama
硴	kaki
硺	utsu
硼	hou
硾	tsuku
碁	go
碆	ha
碇	ikari
碊	noseru
碌	roku
碍	samatageru
碎	kudaku
碏	tsutsushimu
碑	tateishi
碓	usu
碔	bu
碕	ishibashi
碗	kobachi
碘	ten
碚	tsuchikau
碝	zen
碞	iwa
碟	katsu
碡	toku
碣	ishibumi
碤	ishi
碧	midori
碨	wai
碩	ookii
碪	kinuta
碬	toishi
碭	ishi
碯	menou
碰	butsukaru
碱	ken
碲	tei
碳	tan
碵	seki
確	tashika
碻	tashiika
碼	yaudo
碽	kou
碾	usu
碿	migaku
磁	jishaku
磅	pondo
磆	katsu
磇	hei
磈	kewashii
磉	ishizue
磊	rai
磋	migaku
磌	ten
磎	tani
磐	iwa
磑	usu
磒	ochiru
磓	otosu
磔	saku
磕	kai
磖	rou
磚	kawara
磛	kewashii
磟	riku
